,Date,Latitude,Longitude,Bin_Number,Bin_value,bin_cate
1111,2022-03-26,12.879985,80.076997,12,28,2
1112,2022-03-26,12.879938,80.077174,13,67,2
1113,2022-03-26,12.879901,80.077351,14,48,2
1114,2022-03-26,12.879818,80.077496,15,60,2
1115,2022-03-26,12.879781,80.077743,16,78,2
1116,2022-03-26,12.879708,80.077904,17,76,2
1117,2022-03-26,12.87965,80.07806,18,94,2
1118,2022-03-26,12.879603,80.078264,19,81,2
1119,2022-03-26,12.879512,80.078409,20,73,2
1120,2022-03-26,12.881547,80.076461,21,75,3
1121,2022-03-26,12.881715,80.075999,22,76,3
1122,2022-03-26,12.881924,80.075602,23,51,3
1123,2022-03-26,12.882101,80.075261,24,27,3
1124,2022-03-26,12.882206,80.074756,25,83,3
1125,2022-03-26,12.881861,80.074681,26,53,3
1126,2022-03-26,12.881725,80.075046,27,64,3
1127,2022-03-26,12.881536,80.075368,28,76,3
1128,2022-03-26,12.881421,80.07583,29,61,3
1129,2022-03-26,12.881264,80.076291,30,35,3
1130,2022-03-26,12.879586,80.07653,31,57,4
1131,2022-03-26,12.879356,80.076605,32,87,4
1132,2022-03-26,12.879282,80.076814,33,95,4
1133,2022-03-26,12.879481,80.076503,34,32,4
1134,2022-03-26,12.879251,80.077018,35,71,4
1135,2022-03-26,12.879193,80.077212,36,68,4
1136,2022-03-26,12.879146,80.077357,37,90,4
1137,2022-03-26,12.879037,80.077459,38,85,4
1138,2022-03-26,12.878995,80.077695,39,52,4
1139,2022-03-26,12.878911,80.077877,40,83,4
1140,2022-03-26,12.879795,80.07505,41,39,5
1141,2022-03-26,12.87969,80.075254,42,82,5
1142,2022-03-26,12.880046,80.074761,43,40,5
1143,2022-03-26,12.88037,80.075362,44,26,5
1144,2022-03-26,12.880642,80.075008,45,94,5
1145,2022-03-26,12.881113,80.075201,46,54,5
1146,2022-03-26,12.880893,80.075544,47,65,5
1147,2022-03-26,12.881018,80.075534,48,70,5
1148,2022-03-26,12.879696,80.075132,49,88,5
1149,2022-03-26,12.881133,80.075362,50,55,5
1150,2022-03-27,12.879995,80.07858,1,54,1
1151,2022-03-27,12.880075,80.078284,2,48,1
1152,2022-03-27,12.880195,80.078042,3,56,1
1153,2022-03-27,12.880242,80.077833,4,96,1
1154,2022-03-27,12.880336,80.077602,5,83,1
1155,2022-03-27,12.880424,80.077378,6,94,1
1156,2022-03-27,12.880503,80.077136,7,50,1
1157,2022-03-27,12.88043,80.076799,8,84,1
1158,2022-03-27,12.880518,80.076922,9,43,1
1159,2022-03-27,12.880215,80.076766,10,37,1
1160,2022-03-27,12.880027,80.076831,11,36,2
1161,2022-03-27,12.879985,80.076997,12,51,2
1162,2022-03-27,12.879938,80.077174,13,54,2
1163,2022-03-27,12.879901,80.077351,14,83,2
1164,2022-03-27,12.879818,80.077496,15,69,2
1165,2022-03-27,12.879781,80.077743,16,58,2
1166,2022-03-27,12.879708,80.077904,17,99,2
1167,2022-03-27,12.87965,80.07806,18,49,2
1168,2022-03-27,12.879603,80.078264,19,69,2
1169,2022-03-27,12.879512,80.078409,20,31,2
1170,2022-03-27,12.881547,80.076461,21,91,3
1171,2022-03-27,12.881715,80.075999,22,87,3
1172,2022-03-27,12.881924,80.075602,23,95,3
1173,2022-03-27,12.882101,80.075261,24,50,3
1174,2022-03-27,12.882206,80.074756,25,53,3
1175,2022-03-27,12.881861,80.074681,26,95,3
1176,2022-03-27,12.881725,80.075046,27,46,3
1177,2022-03-27,12.881536,80.075368,28,94,3
1178,2022-03-27,12.881421,80.07583,29,45,3
1179,2022-03-27,12.881264,80.076291,30,67,3
1180,2022-03-27,12.879586,80.07653,31,30,4
1181,2022-03-27,12.879356,80.076605,32,100,4
1182,2022-03-27,12.879282,80.076814,33,29,4
1183,2022-03-27,12.879481,80.076503,34,32,4
1184,2022-03-27,12.879251,80.077018,35,26,4
1185,2022-03-27,12.879193,80.077212,36,67,4
1186,2022-03-27,12.879146,80.077357,37,56,4
1187,2022-03-27,12.879037,80.077459,38,25,4
1188,2022-03-27,12.878995,80.077695,39,58,4
1189,2022-03-27,12.878911,80.077877,40,34,4
1190,2022-03-27,12.879795,80.07505,41,39,5
1191,2022-03-27,12.87969,80.075254,42,74,5
1192,2022-03-27,12.880046,80.074761,43,30,5
1193,2022-03-27,12.88037,80.075362,44,83,5
1194,2022-03-27,12.880642,80.075008,45,96,5
1195,2022-03-27,12.881113,80.075201,46,56,5
1196,2022-03-27,12.880893,80.075544,47,42,5
1197,2022-03-27,12.881018,80.075534,48,87,5
1198,2022-03-27,12.879696,80.075132,49,58,5
1199,2022-03-27,12.881133,80.075362,50,77,5
1200,2022-03-28,12.879995,80.07858,1,36,1
1201,2022-03-28,12.880075,80.078284,2,32,1
1202,2022-03-28,12.880195,80.078042,3,49,1
1203,2022-03-28,12.880242,80.077833,4,66,1
1204,2022-03-28,12.880336,80.077602,5,30,1
1205,2022-03-28,12.880424,80.077378,6,97,1
1206,2022-03-28,12.880503,80.077136,7,38,1
1207,2022-03-28,12.88043,80.076799,8,57,1
1208,2022-03-28,12.880518,80.076922,9,56,1
1209,2022-03-28,12.880215,80.076766,10,56,1
1210,2022-03-28,12.880027,80.076831,11,69,2
1211,2022-03-28,12.879985,80.076997,12,99,2
1212,2022-03-28,12.879938,80.077174,13,53,2
1213,2022-03-28,12.879901,80.077351,14,51,2
1214,2022-03-28,12.879818,80.077496,15,57,2
1215,2022-03-28,12.879781,80.077743,16,62,2
1216,2022-03-28,12.879708,80.077904,17,91,2
1217,2022-03-28,12.87965,80.07806,18,40,2
1218,2022-03-28,12.879603,80.078264,19,35,2
1219,2022-03-28,12.879512,80.078409,20,53,2
1220,2022-03-28,12.881547,80.076461,21,93,3
1221,2022-03-28,12.881715,80.075999,22,67,3
1222,2022-03-28,12.881924,80.075602,23,86,3
1223,2022-03-28,12.882101,80.075261,24,85,3
1224,2022-03-28,12.882206,80.074756,25,52,3
1225,2022-03-28,12.881861,80.074681,26,43,3
1226,2022-03-28,12.881725,80.075046,27,26,3
1227,2022-03-28,12.881536,80.075368,28,67,3
1228,2022-03-28,12.881421,80.07583,29,38,3
1229,2022-03-28,12.881264,80.076291,30,98,3
1230,2022-03-28,12.879586,80.07653,31,70,4
1231,2022-03-28,12.879356,80.076605,32,75,4
1232,2022-03-28,12.879282,80.076814,33,91,4
1233,2022-03-28,12.879481,80.076503,34,48,4
1234,2022-03-28,12.879251,80.077018,35,81,4
1235,2022-03-28,12.879193,80.077212,36,68,4
1236,2022-03-28,12.879146,80.077357,37,39,4
1237,2022-03-28,12.879037,80.077459,38,76,4
1238,2022-03-28,12.878995,80.077695,39,33,4
1239,2022-03-28,12.878911,80.077877,40,91,4
1240,2022-03-28,12.879795,80.07505,41,61,5
1241,2022-03-28,12.87969,80.075254,42,69,5
1242,2022-03-28,12.880046,80.074761,43,28,5
1243,2022-03-28,12.88037,80.075362,44,78,5
1244,2022-03-28,12.880642,80.075008,45,44,5
1245,2022-03-28,12.881113,80.075201,46,85,5
1246,2022-03-28,12.880893,80.075544,47,63,5
1247,2022-03-28,12.881018,80.075534,48,32,5
1248,2022-03-28,12.879696,80.075132,49,98,5
1249,2022-03-28,12.881133,80.075362,50,44,5
1250,2022-03-29,12.879995,80.07858,1,95,1
1251,2022-03-29,12.880075,80.078284,2,31,1
1252,2022-03-29,12.880195,80.078042,3,81,1
1253,2022-03-29,12.880242,80.077833,4,99,1
1254,2022-03-29,12.880336,80.077602,5,32,1
1255,2022-03-29,12.880424,80.077378,6,65,1
1256,2022-03-29,12.880503,80.077136,7,70,1
1257,2022-03-29,12.88043,80.076799,8,77,1
1258,2022-03-29,12.880518,80.076922,9,44,1
1259,2022-03-29,12.880215,80.076766,10,34,1
1260,2022-03-29,12.880027,80.076831,11,93,2
1261,2022-03-29,12.879985,80.076997,12,40,2
1262,2022-03-29,12.879938,80.077174,13,75,2
1263,2022-03-29,12.879901,80.077351,14,51,2
1264,2022-03-29,12.879818,80.077496,15,62,2
1265,2022-03-29,12.879781,80.077743,16,30,2
1266,2022-03-29,12.879708,80.077904,17,41,2
1267,2022-03-29,12.87965,80.07806,18,69,2
1268,2022-03-29,12.879603,80.078264,19,66,2
1269,2022-03-29,12.879512,80.078409,20,85,2
1270,2022-03-29,12.881547,80.076461,21,96,3
1271,2022-03-29,12.881715,80.075999,22,99,3
1272,2022-03-29,12.881924,80.075602,23,45,3
1273,2022-03-29,12.882101,80.075261,24,62,3
1274,2022-03-29,12.882206,80.074756,25,93,3
1275,2022-03-29,12.881861,80.074681,26,66,3
1276,2022-03-29,12.881725,80.075046,27,43,3
1277,2022-03-29,12.881536,80.075368,28,60,3
1278,2022-03-29,12.881421,80.07583,29,83,3
1279,2022-03-29,12.881264,80.076291,30,90,3
1280,2022-03-29,12.879586,80.07653,31,50,4
1281,2022-03-29,12.879356,80.076605,32,69,4
1282,2022-03-29,12.879282,80.076814,33,39,4
1283,2022-03-29,12.879481,80.076503,34,71,4
1284,2022-03-29,12.879251,80.077018,35,91,4
1285,2022-03-29,12.879193,80.077212,36,30,4
1286,2022-03-29,12.879146,80.077357,37,94,4
1287,2022-03-29,12.879037,80.077459,38,85,4
1288,2022-03-29,12.878995,80.077695,39,35,4
1289,2022-03-29,12.878911,80.077877,40,30,4
1290,2022-03-29,12.879795,80.07505,41,86,5
1291,2022-03-29,12.87969,80.075254,42,49,5
1292,2022-03-29,12.880046,80.074761,43,86,5
1293,2022-03-29,12.88037,80.075362,44,49,5
1294,2022-03-29,12.880642,80.075008,45,69,5
1295,2022-03-29,12.881113,80.075201,46,32,5
1296,2022-03-29,12.880893,80.075544,47,55,5
1297,2022-03-29,12.881018,80.075534,48,89,5
1298,2022-03-29,12.879696,80.075132,49,76,5
1299,2022-03-29,12.881133,80.075362,50,74,5
1300,2022-03-30,12.879995,80.07858,1,66,1
1301,2022-03-30,12.880075,80.078284,2,100,1
1302,2022-03-30,12.880195,80.078042,3,39,1
1303,2022-03-30,12.880242,80.077833,4,32,1
1304,2022-03-30,12.880336,80.077602,5,96,1
1305,2022-03-30,12.880424,80.077378,6,72,1
1306,2022-03-30,12.880503,80.077136,7,71,1
1307,2022-03-30,12.88043,80.076799,8,63,1
1308,2022-03-30,12.880518,80.076922,9,88,1
1309,2022-03-30,12.880215,80.076766,10,85,1
1310,2022-03-30,12.880027,80.076831,11,84,2
1311,2022-03-30,12.879985,80.076997,12,35,2
1312,2022-03-30,12.879938,80.077174,13,35,2
1313,2022-03-30,12.879901,80.077351,14,96,2
1314,2022-03-30,12.879818,80.077496,15,94,2
1315,2022-03-30,12.879781,80.077743,16,74,2
1316,2022-03-30,12.879708,80.077904,17,62,2
1317,2022-03-30,12.87965,80.07806,18,95,2
1318,2022-03-30,12.879603,80.078264,19,42,2
1319,2022-03-30,12.879512,80.078409,20,36,2
1320,2022-03-30,12.881547,80.076461,21,57,3
1321,2022-03-30,12.881715,80.075999,22,36,3
1322,2022-03-30,12.881924,80.075602,23,43,3
1323,2022-03-30,12.882101,80.075261,24,100,3
1324,2022-03-30,12.882206,80.074756,25,91,3
1325,2022-03-30,12.881861,80.074681,26,25,3
1326,2022-03-30,12.881725,80.075046,27,89,3
1327,2022-03-30,12.881536,80.075368,28,31,3
1328,2022-03-30,12.881421,80.07583,29,76,3
1329,2022-03-30,12.881264,80.076291,30,39,3
1330,2022-03-30,12.879586,80.07653,31,53,4
1331,2022-03-30,12.879356,80.076605,32,80,4
1332,2022-03-30,12.879282,80.076814,33,90,4
1333,2022-03-30,12.879481,80.076503,34,60,4
1334,2022-03-30,12.879251,80.077018,35,39,4
1335,2022-03-30,12.879193,80.077212,36,42,4
1336,2022-03-30,12.879146,80.077357,37,100,4
1337,2022-03-30,12.879037,80.077459,38,92,4
1338,2022-03-30,12.878995,80.077695,39,85,4
1339,2022-03-30,12.878911,80.077877,40,34,4
1340,2022-03-30,12.879795,80.07505,41,96,5
1341,2022-03-30,12.87969,80.075254,42,50,5
1342,2022-03-30,12.880046,80.074761,43,30,5
1343,2022-03-30,12.88037,80.075362,44,95,5
1344,2022-03-30,12.880642,80.075008,45,100,5
1345,2022-03-30,12.881113,80.075201,46,37,5
1346,2022-03-30,12.880893,80.075544,47,74,5
1347,2022-03-30,12.881018,80.075534,48,92,5
1348,2022-03-30,12.879696,80.075132,49,34,5
1349,2022-03-30,12.881133,80.075362,50,86,5
1350,2022-03-31,12.879995,80.07858,1,37,1
1351,2022-03-31,12.880075,80.078284,2,65,1
1352,2022-03-31,12.880195,80.078042,3,95,1
1353,2022-03-31,12.880242,80.077833,4,37,1
1354,2022-03-31,12.880336,80.077602,5,48,1
1355,2022-03-31,12.880424,80.077378,6,36,1
1356,2022-03-31,12.880503,80.077136,7,73,1
1357,2022-03-31,12.88043,80.076799,8,47,1
1358,2022-03-31,12.880518,80.076922,9,30,1
1359,2022-03-31,12.880215,80.076766,10,76,1
1360,2022-03-31,12.880027,80.076831,11,54,2
1361,2022-03-31,12.879985,80.076997,12,61,2
1362,2022-03-31,12.879938,80.077174,13,43,2
1363,2022-03-31,12.879901,80.077351,14,75,2
1364,2022-03-31,12.879818,80.077496,15,56,2
1365,2022-03-31,12.879781,80.077743,16,80,2
1366,2022-03-31,12.879708,80.077904,17,56,2
1367,2022-03-31,12.87965,80.07806,18,51,2
1368,2022-03-31,12.879603,80.078264,19,51,2
1369,2022-03-31,12.879512,80.078409,20,75,2
1370,2022-03-31,12.881547,80.076461,21,70,3
1371,2022-03-31,12.881715,80.075999,22,32,3
1372,2022-03-31,12.881924,80.075602,23,25,3
1373,2022-03-31,12.882101,80.075261,24,59,3
1374,2022-03-31,12.882206,80.074756,25,67,3
1375,2022-03-31,12.881861,80.074681,26,61,3
1376,2022-03-31,12.881725,80.075046,27,81,3
1377,2022-03-31,12.881536,80.075368,28,50,3
1378,2022-03-31,12.881421,80.07583,29,42,3
1379,2022-03-31,12.881264,80.076291,30,48,3
1380,2022-03-31,12.879586,80.07653,31,34,4
1381,2022-03-31,12.879356,80.076605,32,96,4
1382,2022-03-31,12.879282,80.076814,33,68,4
1383,2022-03-31,12.879481,80.076503,34,26,4
1384,2022-03-31,12.879251,80.077018,35,29,4
1385,2022-03-31,12.879193,80.077212,36,33,4
1386,2022-03-31,12.879146,80.077357,37,33,4
1387,2022-03-31,12.879037,80.077459,38,69,4
1388,2022-03-31,12.878995,80.077695,39,77,4
1389,2022-03-31,12.878911,80.077877,40,71,4
1390,2022-03-31,12.879795,80.07505,41,83,5
1391,2022-03-31,12.87969,80.075254,42,51,5
1392,2022-03-31,12.880046,80.074761,43,30,5
1393,2022-03-31,12.88037,80.075362,44,43,5
1394,2022-03-31,12.880642,80.075008,45,62,5
1395,2022-03-31,12.881113,80.075201,46,78,5
1396,2022-03-31,12.880893,80.075544,47,69,5
1397,2022-03-31,12.881018,80.075534,48,59,5
1398,2022-03-31,12.879696,80.075132,49,67,5
1399,2022-03-31,12.881133,80.075362,50,49,5
1400,2022-04-01,12.879995,80.07858,1,72,1
1401,2022-04-01,12.880075,80.078284,2,86,1
1402,2022-04-01,12.880195,80.078042,3,57,1
1403,2022-04-01,12.880242,80.077833,4,71,1
1404,2022-04-01,12.880336,80.077602,5,74,1
1405,2022-04-01,12.880424,80.077378,6,44,1
1406,2022-04-01,12.880503,80.077136,7,33,1
1407,2022-04-01,12.88043,80.076799,8,36,1
1408,2022-04-01,12.880518,80.076922,9,57,1
1409,2022-04-01,12.880215,80.076766,10,42,1
1410,2022-04-01,12.880027,80.076831,11,73,2
1411,2022-04-01,12.879985,80.076997,12,94,2
1412,2022-04-01,12.879938,80.077174,13,28,2
1413,2022-04-01,12.879901,80.077351,14,48,2
1414,2022-04-01,12.879818,80.077496,15,94,2
1415,2022-04-01,12.879781,80.077743,16,33,2
1416,2022-04-01,12.879708,80.077904,17,61,2
1417,2022-04-01,12.87965,80.07806,18,91,2
1418,2022-04-01,12.879603,80.078264,19,42,2
1419,2022-04-01,12.879512,80.078409,20,25,2
1420,2022-04-01,12.881547,80.076461,21,43,3
1421,2022-04-01,12.881715,80.075999,22,27,3
1422,2022-04-01,12.881924,80.075602,23,67,3
1423,2022-04-01,12.882101,80.075261,24,66,3
1424,2022-04-01,12.882206,80.074756,25,86,3
1425,2022-04-01,12.881861,80.074681,26,69,3
1426,2022-04-01,12.881725,80.075046,27,59,3
1427,2022-04-01,12.881536,80.075368,28,59,3
1428,2022-04-01,12.881421,80.07583,29,34,3
1429,2022-04-01,12.881264,80.076291,30,65,3
1430,2022-04-01,12.879586,80.07653,31,97,4
1431,2022-04-01,12.879356,80.076605,32,54,4
1432,2022-04-01,12.879282,80.076814,33,84,4
1433,2022-04-01,12.879481,80.076503,34,75,4
1434,2022-04-01,12.879251,80.077018,35,78,4
1435,2022-04-01,12.879193,80.077212,36,28,4
1436,2022-04-01,12.879146,80.077357,37,53,4
1437,2022-04-01,12.879037,80.077459,38,41,4
1438,2022-04-01,12.878995,80.077695,39,97,4
1439,2022-04-01,12.878911,80.077877,40,49,4
1440,2022-04-01,12.879795,80.07505,41,39,5
1441,2022-04-01,12.87969,80.075254,42,81,5
1442,2022-04-01,12.880046,80.074761,43,55,5
1443,2022-04-01,12.88037,80.075362,44,97,5
1444,2022-04-01,12.880642,80.075008,45,66,5
1445,2022-04-01,12.881113,80.075201,46,60,5
1446,2022-04-01,12.880893,80.075544,47,93,5
1447,2022-04-01,12.881018,80.075534,48,97,5
1448,2022-04-01,12.879696,80.075132,49,82,5
1449,2022-04-01,12.881133,80.075362,50,83,5
1450,2022-04-02,12.879995,80.07858,1,88,1
1451,2022-04-02,12.880075,80.078284,2,62,1
1452,2022-04-02,12.880195,80.078042,3,65,1
1453,2022-04-02,12.880242,80.077833,4,35,1
1454,2022-04-02,12.880336,80.077602,5,100,1
1455,2022-04-02,12.880424,80.077378,6,45,1
1456,2022-04-02,12.880503,80.077136,7,46,1
1457,2022-04-02,12.88043,80.076799,8,40,1
1458,2022-04-02,12.880518,80.076922,9,93,1
1459,2022-04-02,12.880215,80.076766,10,75,1
1460,2022-04-02,12.880027,80.076831,11,52,2
1461,2022-04-02,12.879985,80.076997,12,54,2
1462,2022-04-02,12.879938,80.077174,13,92,2
1463,2022-04-02,12.879901,80.077351,14,82,2
1464,2022-04-02,12.879818,80.077496,15,87,2
1465,2022-04-02,12.879781,80.077743,16,97,2
1466,2022-04-02,12.879708,80.077904,17,90,2
1467,2022-04-02,12.87965,80.07806,18,60,2
1468,2022-04-02,12.879603,80.078264,19,49,2
1469,2022-04-02,12.879512,80.078409,20,67,2
1470,2022-04-02,12.881547,80.076461,21,34,3
1471,2022-04-02,12.881715,80.075999,22,59,3
1472,2022-04-02,12.881924,80.075602,23,27,3
1473,2022-04-02,12.882101,80.075261,24,79,3
1474,2022-04-02,12.882206,80.074756,25,82,3
1475,2022-04-02,12.881861,80.074681,26,89,3
1476,2022-04-02,12.881725,80.075046,27,34,3
1477,2022-04-02,12.881536,80.075368,28,99,3
1478,2022-04-02,12.881421,80.07583,29,92,3
1479,2022-04-02,12.881264,80.076291,30,43,3
1480,2022-04-02,12.879586,80.07653,31,33,4
1481,2022-04-02,12.879356,80.076605,32,82,4
1482,2022-04-02,12.879282,80.076814,33,47,4
1483,2022-04-02,12.879481,80.076503,34,46,4
1484,2022-04-02,12.879251,80.077018,35,69,4
1485,2022-04-02,12.879193,80.077212,36,25,4
1486,2022-04-02,12.879146,80.077357,37,44,4
1487,2022-04-02,12.879037,80.077459,38,98,4
1488,2022-04-02,12.878995,80.077695,39,37,4
1489,2022-04-02,12.878911,80.077877,40,63,4
1490,2022-04-02,12.879795,80.07505,41,31,5
1491,2022-04-02,12.87969,80.075254,42,52,5
1492,2022-04-02,12.880046,80.074761,43,71,5
1493,2022-04-02,12.88037,80.075362,44,36,5
1494,2022-04-02,12.880642,80.075008,45,37,5
1495,2022-04-02,12.881113,80.075201,46,66,5
1496,2022-04-02,12.880893,80.075544,47,27,5
1497,2022-04-02,12.881018,80.075534,48,82,5
1498,2022-04-02,12.879696,80.075132,49,77,5
1499,2022-04-02,12.881133,80.075362,50,74,5
1500,2022-04-03,12.879995,80.07858,1,65,1
1501,2022-04-03,12.880075,80.078284,2,34,1
1502,2022-04-03,12.880195,80.078042,3,89,1
1503,2022-04-03,12.880242,80.077833,4,50,1
1504,2022-04-03,12.880336,80.077602,5,26,1
1505,2022-04-03,12.880424,80.077378,6,87,1
1506,2022-04-03,12.880503,80.077136,7,60,1
1507,2022-04-03,12.88043,80.076799,8,87,1
1508,2022-04-03,12.880518,80.076922,9,60,1
1509,2022-04-03,12.880215,80.076766,10,49,1
1510,2022-04-03,12.880027,80.076831,11,46,2
1511,2022-04-03,12.879985,80.076997,12,64,2
1512,2022-04-03,12.879938,80.077174,13,91,2
1513,2022-04-03,12.879901,80.077351,14,93,2
1514,2022-04-03,12.879818,80.077496,15,75,2
1515,2022-04-03,12.879781,80.077743,16,30,2
1516,2022-04-03,12.879708,80.077904,17,64,2
1517,2022-04-03,12.87965,80.07806,18,86,2
1518,2022-04-03,12.879603,80.078264,19,83,2
1519,2022-04-03,12.879512,80.078409,20,30,2
1520,2022-04-03,12.881547,80.076461,21,77,3
1521,2022-04-03,12.881715,80.075999,22,87,3
1522,2022-04-03,12.881924,80.075602,23,65,3
1523,2022-04-03,12.882101,80.075261,24,51,3
1524,2022-04-03,12.882206,80.074756,25,66,3
1525,2022-04-03,12.881861,80.074681,26,87,3
1526,2022-04-03,12.881725,80.075046,27,76,3
1527,2022-04-03,12.881536,80.075368,28,74,3
1528,2022-04-03,12.881421,80.07583,29,75,3
1529,2022-04-03,12.881264,80.076291,30,75,3
1530,2022-04-03,12.879586,80.07653,31,48,4
1531,2022-04-03,12.879356,80.076605,32,26,4
1532,2022-04-03,12.879282,80.076814,33,29,4
1533,2022-04-03,12.879481,80.076503,34,99,4
1534,2022-04-03,12.879251,80.077018,35,100,4
1535,2022-04-03,12.879193,80.077212,36,45,4
1536,2022-04-03,12.879146,80.077357,37,85,4
1537,2022-04-03,12.879037,80.077459,38,85,4
1538,2022-04-03,12.878995,80.077695,39,25,4
1539,2022-04-03,12.878911,80.077877,40,58,4
1540,2022-04-03,12.879795,80.07505,41,66,5
1541,2022-04-03,12.87969,80.075254,42,28,5
1542,2022-04-03,12.880046,80.074761,43,93,5
1543,2022-04-03,12.88037,80.075362,44,45,5
1544,2022-04-03,12.880642,80.075008,45,29,5
1545,2022-04-03,12.881113,80.075201,46,26,5
1546,2022-04-03,12.880893,80.075544,47,89,5
1547,2022-04-03,12.881018,80.075534,48,80,5
1548,2022-04-03,12.879696,80.075132,49,87,5
1549,2022-04-03,12.881133,80.075362,50,59,5
1550,2022-04-04,12.879995,80.07858,1,48,1
1551,2022-04-04,12.880075,80.078284,2,31,1
1552,2022-04-04,12.880195,80.078042,3,76,1
1553,2022-04-04,12.880242,80.077833,4,48,1
1554,2022-04-04,12.880336,80.077602,5,75,1
1555,2022-04-04,12.880424,80.077378,6,33,1
1556,2022-04-04,12.880503,80.077136,7,32,1
1557,2022-04-04,12.88043,80.076799,8,53,1
1558,2022-04-04,12.880518,80.076922,9,57,1
1559,2022-04-04,12.880215,80.076766,10,59,1
1560,2022-04-04,12.880027,80.076831,11,46,2
1561,2022-04-04,12.879985,80.076997,12,75,2
1562,2022-04-04,12.879938,80.077174,13,89,2
1563,2022-04-04,12.879901,80.077351,14,75,2
1564,2022-04-04,12.879818,80.077496,15,71,2
1565,2022-04-04,12.879781,80.077743,16,36,2
1566,2022-04-04,12.879708,80.077904,17,33,2
1567,2022-04-04,12.87965,80.07806,18,78,2
1568,2022-04-04,12.879603,80.078264,19,84,2
1569,2022-04-04,12.879512,80.078409,20,70,2
1570,2022-04-04,12.881547,80.076461,21,92,3
1571,2022-04-04,12.881715,80.075999,22,63,3
1572,2022-04-04,12.881924,80.075602,23,44,3
1573,2022-04-04,12.882101,80.075261,24,33,3
1574,2022-04-04,12.882206,80.074756,25,92,3
1575,2022-04-04,12.881861,80.074681,26,54,3
1576,2022-04-04,12.881725,80.075046,27,48,3
1577,2022-04-04,12.881536,80.075368,28,97,3
1578,2022-04-04,12.881421,80.07583,29,85,3
1579,2022-04-04,12.881264,80.076291,30,98,3
1580,2022-04-04,12.879586,80.07653,31,91,4
1581,2022-04-04,12.879356,80.076605,32,45,4
1582,2022-04-04,12.879282,80.076814,33,28,4
1583,2022-04-04,12.879481,80.076503,34,86,4
1584,2022-04-04,12.879251,80.077018,35,46,4
1585,2022-04-04,12.879193,80.077212,36,86,4
1586,2022-04-04,12.879146,80.077357,37,66,4
1587,2022-04-04,12.879037,80.077459,38,33,4
1588,2022-04-04,12.878995,80.077695,39,51,4
1589,2022-04-04,12.878911,80.077877,40,72,4
1590,2022-04-04,12.879795,80.07505,41,83,5
1591,2022-04-04,12.87969,80.075254,42,46,5
1592,2022-04-04,12.880046,80.074761,43,75,5
1593,2022-04-04,12.88037,80.075362,44,27,5
1594,2022-04-04,12.880642,80.075008,45,72,5
1595,2022-04-04,12.881113,80.075201,46,98,5
1596,2022-04-04,12.880893,80.075544,47,65,5
1597,2022-04-04,12.881018,80.075534,48,84,5
1598,2022-04-04,12.879696,80.075132,49,95,5
1599,2022-04-04,12.881133,80.075362,50,66,5
1600,2022-04-05,12.879995,80.07858,1,60,1
1601,2022-04-05,12.880075,80.078284,2,35,1
1602,2022-04-05,12.880195,80.078042,3,54,1
1603,2022-04-05,12.880242,80.077833,4,45,1
1604,2022-04-05,12.880336,80.077602,5,74,1
1605,2022-04-05,12.880424,80.077378,6,28,1
1606,2022-04-05,12.880503,80.077136,7,47,1
1607,2022-04-05,12.88043,80.076799,8,93,1
1608,2022-04-05,12.880518,80.076922,9,29,1
1609,2022-04-05,12.880215,80.076766,10,28,1
1610,2022-04-05,12.880027,80.076831,11,85,2
1611,2022-04-05,12.879985,80.076997,12,69,2
1612,2022-04-05,12.879938,80.077174,13,71,2
1613,2022-04-05,12.879901,80.077351,14,53,2
1614,2022-04-05,12.879818,80.077496,15,76,2
1615,2022-04-05,12.879781,80.077743,16,31,2
1616,2022-04-05,12.879708,80.077904,17,87,2
1617,2022-04-05,12.87965,80.07806,18,62,2
1618,2022-04-05,12.879603,80.078264,19,53,2
1619,2022-04-05,12.879512,80.078409,20,32,2
1620,2022-04-05,12.881547,80.076461,21,76,3
1621,2022-04-05,12.881715,80.075999,22,100,3
1622,2022-04-05,12.881924,80.075602,23,38,3
1623,2022-04-05,12.882101,80.075261,24,34,3
1624,2022-04-05,12.882206,80.074756,25,98,3
1625,2022-04-05,12.881861,80.074681,26,42,3
1626,2022-04-05,12.881725,80.075046,27,48,3
1627,2022-04-05,12.881536,80.075368,28,79,3
1628,2022-04-05,12.881421,80.07583,29,28,3
1629,2022-04-05,12.881264,80.076291,30,85,3
1630,2022-04-05,12.879586,80.07653,31,29,4
1631,2022-04-05,12.879356,80.076605,32,40,4
1632,2022-04-05,12.879282,80.076814,33,40,4
1633,2022-04-05,12.879481,80.076503,34,44,4
1634,2022-04-05,12.879251,80.077018,35,74,4
1635,2022-04-05,12.879193,80.077212,36,85,4
1636,2022-04-05,12.879146,80.077357,37,42,4
1637,2022-04-05,12.879037,80.077459,38,73,4
1638,2022-04-05,12.878995,80.077695,39,99,4
1639,2022-04-05,12.878911,80.077877,40,89,4
1640,2022-04-05,12.879795,80.07505,41,36,5
1641,2022-04-05,12.87969,80.075254,42,51,5
1642,2022-04-05,12.880046,80.074761,43,45,5
1643,2022-04-05,12.88037,80.075362,44,35,5
1644,2022-04-05,12.880642,80.075008,45,51,5
1645,2022-04-05,12.881113,80.075201,46,36,5
1646,2022-04-05,12.880893,80.075544,47,26,5
1647,2022-04-05,12.881018,80.075534,48,49,5
